name,url,address,local,rating,reviews_count,stars,price,latitude,longitude,distance_to_local,source,date_updated,name_upper,rating_text,region_name,distance_to_shore,count_rooms,count_photo
Мини-отель Спутник,https://ostrovok.ru/hotel/russia/severobaykalsk/mid10003412/minihotel_sputnik_2/,"улица Морских Пехотинцев, д.1А, Северобайкальск",Северобайкальск,10.0,2.0,0.0,2400.0,55.636852,109.31006,1600.0,Ostrovok,01.03.2023,МИНИ-ОТЕЛЬ СПУТНИК,ВЕЛИКОЛЕПНО,,,,
База отдыха BOSABA,https://ostrovok.ru/hotel/russia/sarma/mid10041117/baza_otdykha_bosaba/,"Улица местность Хужир-Нугэ,д. 1а, Сарма",Сарма,8.3,2.0,0.0,1445.0,53.08422,106.798836,3100.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА BOSABA,ОТЛИЧНО,,,,
Гостевой дом Байкал-кэмп,https://ostrovok.ru/hotel/russia/bugul'deyka/mid8742801/bajkalkemp/,"улица Пушкина, д.15, Бугульдейка",Бугульдейка,,0.0,0.0,3936.0,52.537395,106.05818,1600.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ БАЙКАЛ-КЭМП,,,,,
База отдыха Солнечная,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid7864465/solnechnaya_3/,"Солнечная улица, 14, Хужир",Хужир,8.3,32.0,0.0,3650.0,53.1957,107.35058,526.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА СОЛНЕЧНАЯ,ОТЛИЧНО,,,,
Гостевой дом Народный,https://ostrovok.ru/hotel/russia/hizhir/mid10041058/gostevoy_dom_narodny/,"улица Народная, д. 27, Хижир",Хижир,,0.0,0.0,5820.8,53.198177,107.36212,2400.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ НАРОДНЫЙ,,,,,
База отдыха Белая Карета,https://ostrovok.ru/hotel/russia/goryachinsk/mid10019054/baza_otdykha_belaya_kareta/,"Пионерская улица, д.27, Горячинск",Горячинск,8.7,1.0,0.0,5629.0,52.986835,108.295906,345.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА БЕЛАЯ КАРЕТА,ОТЛИЧНО,,,,
Центр отдыха Да-ши,https://ostrovok.ru/hotel/russia/sarma/mid8138887/tsentr_otdykha_dashi/,"залив Хужир-Нуга, Сарма",Сарма,8.0,25.0,3.0,6473.29,53.080173,106.80518,3100.0,Ostrovok,01.03.2023,ЦЕНТР ОТДЫХА ДА-ШИ,ОТЛИЧНО,,,,
Гостевой дом Байкал Пеко,https://ostrovok.ru/hotel/russia/turka/mid10092410/gostevoy_dom_baykal_peko/,"Октябрьская, д.112, Турка",Турка,8.2,2.0,0.0,1539.96,52.961285,108.229485,1600.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ БАЙКАЛ ПЕКО,ОТЛИЧНО,,,,
База отдыха Мандархан VIEW,https://ostrovok.ru/hotel/russia/kurkut/mid10041199/baza_otdykha_mandarkhan_view/,"Бухта Мандархан, Куркут",Куркут,,0.0,0.0,3500.0,53.04398,106.82586,1400.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА МАНДАРХАН VIEW,,,,,
База отдыха Байкальская Радуга,https://ostrovok.ru/hotel/russia/kurkut/mid6341048/recreation_centre_baikal_rainbow/,"Mestnost Kamyshi-2, Куркут",Куркут,9.8,1.0,1.0,6200.0,53.030186,106.851425,2200.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА БАЙКАЛЬСКАЯ РАДУГА,ВЕЛИКОЛЕПНО,,,,
База отдыха BaikaLife,https://ostrovok.ru/hotel/russia/sukhaya/mid10052913/baza_otdykha_baikalife/,"улица Омулевая, д.1а, Сухая",Сухая,8.4,4.0,0.0,2200.75,52.535995,107.08945,1600.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА BAIKALIFE,ОТЛИЧНО,,,,
Отель Байкальская Ривьера,https://ostrovok.ru/hotel/russia/gremyachinsk/mid7683221/baikalskaya_riviera_hotel/,"Улица Лесная, д.36, Гремячинск",Гремячинск,9.1,109.0,3.0,7604.52,52.79268,107.96448,869.0,Ostrovok,01.03.2023,ОТЕЛЬ БАЙКАЛЬСКАЯ РИВЬЕРА,ВЕЛИКОЛЕПНО,,,,
Гостевой дом Байгал-далай,https://ostrovok.ru/hotel/russia/ust-barguzin/mid10012507/baigaldalai_guest_house/,"улица Байкальская, д.5, Усть-Баргузин",Усть-Баргузин,10.0,1.0,0.0,5497.4,53.417896,109.00965,1600.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ БАЙГАЛ-ДАЛАЙ,ВЕЛИКОЛЕПНО,,,,
Отель BaikalWood Eco Lodge & Spa,https://ostrovok.ru/hotel/russia/hizhir/mid8737003/eko_baikalwood_hotel/,"улица Светлая, д.5, Хижир",Хижир,7.4,5.0,3.0,10916.13,53.19215,107.35967,2000.0,Ostrovok,01.03.2023,ОТЕЛЬ BAIKALWOOD ECO LODGE & SPA,ОЧЕНЬ ХОРОШО,,,,
Гостевой дом Новая волна,https://ostrovok.ru/hotel/russia/ust-barguzin/mid9989217/novaia_volna/,"улица Набережная, д.22Г, Усть-Баргузин",Усть-Баргузин,9.2,2.0,2.0,4305.98,53.42135,109.018555,1400.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ НОВАЯ ВОЛНА,ВЕЛИКОЛЕПНО,,,,
Хостел 03 Rus,https://ostrovok.ru/hotel/russia/severobaykalsk/mid8848541/03rus_hostel/,"Ленинградский проспект, д.8, Северобайкальск",Северобайкальск,7.2,5.0,0.0,1360.81,55.636513,109.33652,82.0,Ostrovok,01.03.2023,ХОСТЕЛ 03 RUS,ОЧЕНЬ ХОРОШО,,,,
Гостевой дом Огонек,https://ostrovok.ru/hotel/russia/turka/mid10092372/gostevoy_dom_ogonek/,"улица Туркинская, д.1Б, Турка",Турка,9.2,1.0,0.0,2282.2,52.94564,108.22736,131.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ОГОНЕК,ВЕЛИКОЛЕПНО,,,,
Отель Ski-let,https://ostrovok.ru/hotel/russia/baikalsk/mid8005460/skilet_hotel/,"микрорайон Гагарина, д.218, Байкальск",Байкальск,9.0,28.0,3.0,10400.07,51.523853,104.14536,1100.0,Ostrovok,01.03.2023,ОТЕЛЬ SKI-LET,ВЕЛИКОЛЕПНО,,,,
Гостевой дом Горячинск,https://ostrovok.ru/hotel/russia/goryachinsk/mid8428314/baza_otdykha_goryachinsk/,"улица Придорожная, д.2А, Горячинск",Горячинск,10.0,1.0,3.0,4305.98,52.97683,108.29605,866.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ГОРЯЧИНСК,ВЕЛИКОЛЕПНО,,,,
Мини-отель Гостиница Нерпенок,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10125589/miniotel_gostinitsa_nerpenok/,"Хужир, улица Матросова, 10, Хужир",Хужир,6.7,2.0,0.0,7469.0,53.195484,107.34387,227.0,Ostrovok,01.03.2023,МИНИ-ОТЕЛЬ ГОСТИНИЦА НЕРПЕНОК,ХОРОШО,,,,
Гостевой Дом Заимка,https://ostrovok.ru/hotel/russia/sukhaya/mid10006539/zaimka_5/,"Кубанский район, Сухая",Сухая,9.2,3.0,0.0,4300.0,52.524525,107.06955,3400.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ЗАИМКА,ВЕЛИКОЛЕПНО,,,,
Гостевой дом Байкальская Жемчужинка,https://ostrovok.ru/hotel/russia/severobaykalsk/mid8660805/gostevoj_dom_bajkalskaya_zhemchuzhinka/,"улица 40 лет Победы, д.6-1, Северобайкальск",Северобайкальск,10.0,1.0,0.0,2500.0,55.61712,109.27738,4200.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ БАЙКАЛЬСКАЯ ЖЕМЧУЖИНКА,ВЕЛИКОЛЕПНО,,,,
Гостевой дом Home-Olkhon,https://ostrovok.ru/hotel/russia/hizhir/mid10007271/gostevoj_dom_homeolkhon/,"улица Уютная, д.16, Хижир",Хижир,9.9,0.0,0.0,5027.0,53.193794,107.359085,2000.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ HOME-OLKHON,ВЕЛИКОЛЕПНО,,,,
Guesthouse Maria,https://ostrovok.ru/hotel/russia/novyy_enkheluk/mid10014269/mariya_guest_house_4/,"ul. Beregovaya, 8 Б, stroenie 1,2, 671243 Novyy Enkheluk, Russia, Новый Энхалук",Новый Энхалук,10.0,1.0,0.0,4305.98,52.48564,106.967735,454.0,Ostrovok,01.03.2023,GUESTHOUSE MARIA,ВЕЛИКОЛЕПНО,,,,
Звезда Кочевника,https://ostrovok.ru/hotel/russia/hizhir/mid6761987/zvezda_kochevnika/,"Озеро Байкал, о. Ольхон, с. Хужир, ул. Пляжная, 20, Хижир",Хижир,6.0,13.0,3.0,11721.67,53.1983,107.3599,2300.0,Ostrovok,01.03.2023,ЗВЕЗДА КОЧЕВНИКА,ХОРОШО,,,,
Guest House Tayozhnaya Skazka,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid6572391/geurst_house_tayozhnaya_skazka/,"Ulitsa Taezhnaya, 17, 666137 Khuzhir, Russia, Хужир",Хужир,8.2,6.0,0.0,5501.57,53.189804,107.34968,571.0,Ostrovok,01.03.2023,GUEST HOUSE TAYOZHNAYA SKAZKA,ОТЛИЧНО,,,,
Отель Тэнгри,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10053589/tengri_hotel_3/,"Солнечная улица, 14А, Хужир",Хужир,8.3,4.0,0.0,6500.0,53.196865,107.35043,591.0,Ostrovok,01.03.2023,ОТЕЛЬ ТЭНГРИ,ОТЛИЧНО,,,,
Гостевой дом Lake Place Baikal,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10151941/lakeplace_baikal_guest_house/,"улица Ворошилова, 19А, Хужир",Хужир,9.9,4.0,0.0,6572.0,53.197727,107.35252,759.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ LAKE PLACE BAIKAL,ВЕЛИКОЛЕПНО,,,,
Гостевой Дом Горхон,https://ostrovok.ru/hotel/russia/goryachinsk/mid8748580/gorhon_guest_house/,"улица Октябрьская, д.88, Горячинск",Горячинск,9.0,1.0,0.0,2400.0,52.985374,108.297325,161.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ГОРХОН,ВЕЛИКОЛЕПНО,,,,
База отдыха Энергия,https://ostrovok.ru/hotel/russia/baikalskii_priboi/mid10360156/energiya_recreation_center/,"Трактовая улица, д.28/1, Байкальский Прибой",Байкальский Прибой,,0.0,0.0,2402.33,51.937542,106.198814,216.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА ЭНЕРГИЯ,,,,,
База отдыха Чара,https://ostrovok.ru/hotel/russia/kurkut/mid7766230/chara_2/,"местность Хужир-Нуге, 1, Куркут",Куркут,5.4,23.0,2.0,2420.0,53.068428,106.81103,4100.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА ЧАРА,НОРМАЛЬНО,,,,
Хостел «БайкалСки»,https://ostrovok.ru/hotel/russia/baikalsk/mid7698388/baykal_hotel/,"микрорайон Гагарина, 169, Байкальск",Байкальск,8.9,3.0,0.0,2884.4,51.522427,104.15054,895.0,Ostrovok,01.03.2023,ХОСТЕЛ «БАЙКАЛСКИ»,ОТЛИЧНО,,,,
Гостевой дом Адмирал,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10010397/admiral_guest_house_9/,"улица Академика Обручева, д.12, Хужир",Хужир,,0.0,0.0,8963.0,53.191757,107.34573,234.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ АДМИРАЛ,,,,,
Гостевой Дом Одуванчиково,https://ostrovok.ru/hotel/russia/utulik/mid10126121/oduvanchikovo_guest_house/,"улица Ленская, д.7, Утулик",Утулик,,0.0,0.0,1991.6,51.540443,104.07352,1300.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ОДУВАНЧИКОВО,,,,,
Баяр Гостевой Дом,https://ostrovok.ru/hotel/russia/kurkut/mid8663737/gostinyij_dvor_bayar/,"Камыши 1, Куркут",Куркут,7.3,6.0,0.0,9949.0,53.02673,106.847145,2000.0,Ostrovok,01.03.2023,БАЯР ГОСТЕВОЙ ДОМ,ОЧЕНЬ ХОРОШО,,,,
Аврора,https://ostrovok.ru/hotel/russia/severobaykalsk/mid9692973/hotel_avrora_2/,"ул. Портовая, д.11а, Северобайкальск",Северобайкальск,,0.0,1.0,2475.0,55.6326,109.336,375.0,Ostrovok,01.03.2023,АВРОРА,,,,,
Гостевой дом Порт Танхой,https://ostrovok.ru/hotel/russia/tankhoy/mid10004930/port_tanhoj/,"улица Портовая, д.2, Танхой",Танхой,8.1,4.0,0.0,4305.98,51.558365,105.12552,846.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ПОРТ ТАНХОЙ,ОТЛИЧНО,,,,
База отдыха Ольхон,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10012063/baza_otdyiha_olhon/,"улица Байкальская, д.64/2, Хужир",Хужир,5.8,5.0,0.0,4359.21,53.193867,107.35411,699.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА ОЛЬХОН,НОРМАЛЬНО,,,,
Гостевой Дом Аметист,https://ostrovok.ru/hotel/russia/sukhaya/mid10092624/gostevoy_dom_ametist/,"улица Звездная, д.3, Сухая",Сухая,7.5,2.0,0.0,3000.0,52.54776,107.11989,883.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ АМЕТИСТ,ОЧЕНЬ ХОРОШО,,,,
Гостевой Дом Хужирский Залив,https://ostrovok.ru/hotel/russia/hizhir/mid10211751/khuzhirskiy_zaliv_guest_house/,"деревня Малый Хужир, пер Песчаный д. 11, Хижир",Хижир,,0.0,0.0,6000.0,53.18081,107.298645,2300.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ХУЖИРСКИЙ ЗАЛИВ,,,,,
Гостевой дом Грация,https://ostrovok.ru/hotel/russia/bargyzin/mid8753818/gratsiya/,"ул. Строителей , д.10/г, Баргузин",Баргузин,,0.0,2.0,1640.6,53.608356,109.600395,2100.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ГРАЦИЯ,,,,,
База отдыха У Пана,https://ostrovok.ru/hotel/russia/olkhon/mid10004968/u_pana/,"деревня Харанцы, улица Намшеевой, д.31, Харанцы",Харанцы,8.9,1.0,0.0,4138.48,53.22687,107.412285,926.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА У ПАНА,ОТЛИЧНО,,,,
Гостевой Дом Обитаемый Остров,https://ostrovok.ru/hotel/russia/listvyanka/mid6824312/obitayemiy_ostrov/,"улица Куликова, д.94, Листвянка",Листвянка,,0.0,0.0,6801.37,51.85937,104.86623,474.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ОБИТАЕМЫЙ ОСТРОВ,,,,,
Гостевой дом Надежда,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10018262/gostevoy_dom_nadezhda_2/,"Таёжная улица, д.10, Хужир",Хужир,,0.0,0.0,3658.8,53.18894,107.342384,509.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ НАДЕЖДА,,,,,
Гостевой дом Отдых на Байкале,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10014826/gostevoj_dom_otdyih_na_bajkale/,"улица Горького, 3, Хужир",Хужир,,0.0,0.0,3000.0,53.191357,107.33796,444.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ОТДЫХ НА БАЙКАЛЕ,,,,,
Ларус (Larus),https://ostrovok.ru/hotel/russia/listvyanka/mid9828888/larus/,"Октябрьская, 8д, Листвянка",Листвянка,7.6,2.0,2.0,4588.95,51.876125,104.831856,2900.0,Ostrovok,01.03.2023,ЛАРУС (LARUS),ОЧЕНЬ ХОРОШО,,,,
Korolevskaya Gavan Guest house,https://ostrovok.ru/hotel/russia/novyy_enkheluk/mid6396072/korolevskaya_gavan_enhaluk/,"Lesnaya, 4 A, Новый Энхалук",Новый Энхалук,7.0,2.0,2.0,4619.67,52.485966,106.97201,213.0,Ostrovok,01.03.2023,KOROLEVSKAYA GAVAN GUEST HOUSE,ОЧЕНЬ ХОРОШО,,,,
Гостевой дом ON OLkhON,https://ostrovok.ru/hotel/russia/olkhon/mid10004912/on_olkhon/,"Пос. Хужир, днт Ханхой 3., Ольхон",Ольхон,9.2,1.0,0.0,4305.98,53.1423,107.179665,9700.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ON OLKHON,ВЕЛИКОЛЕПНО,,,,
Отель Кумуткан,https://ostrovok.ru/hotel/russia/maksimikha/mid10209482/kumutkan_hotel/,"улица Пушкина, д. 1, Максимиха",Максимиха,,0.0,3.0,7967.1,53.266216,108.73237,881.0,Ostrovok,01.03.2023,ОТЕЛЬ КУМУТКАН,,,,,
Отель Ирбис,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid9290866/hotel_irbis/,"улица Солнечная, д.17, Хужир",Хужир,3.2,2.0,0.0,5582.0,53.19513,107.351425,551.0,Ostrovok,01.03.2023,ОТЕЛЬ ИРБИС,НОРМАЛЬНО,,,,
Апартаменты Baikai Hill 17,https://ostrovok.ru/hotel/russia/listvyanka/mid10209245/baikai_hill_17_apartments/,"Горная улица, д. 21, Листвянка",Листвянка,,0.0,0.0,10954.0,51.860424,104.861984,400.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ BAIKAI HILL 17,,,,,
Апартаменты Best View,https://ostrovok.ru/hotel/russia/sakhyurta/mid9999811/best_viewuyutnaya_kvartira_4_s_vidom_na_bajkal/,"Иркутская область, Ольхонский район, с. Сахюрта, ул. Прибайкальская, д.4, Сахюрта",Сахюрта,5.6,2.0,0.0,5975.0,53.01817,106.88496,166.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ BEST VIEW,НОРМАЛЬНО,,,,
Апартаменты Baikal Hill 7,https://ostrovok.ru/hotel/russia/listvyanka/mid10209250/baikal_hill_7_apartments/,"Горная улица,д. 21, Листвянка",Листвянка,,0.0,0.0,10954.0,51.860424,104.861984,400.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ BAIKAL HILL 7,,,,,
Гостевой дом Филоксения - Ольхон,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10125556/filokseniya_olkhon_guest_house/,"Горная улица, д.1б, Хужир",Хужир,,0.0,0.0,12000.0,53.195652,107.33505,623.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ФИЛОКСЕНИЯ - ОЛЬХОН,,,,,
Гостевой дом Жемчужина Ольхона,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10151919/zhemchuzhina_olkhona_guest_house/,"улица Лесная, д. 25/2, Хужир",Хужир,,0.0,0.0,5501.57,53.19079,107.34633,346.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ЖЕМЧУЖИНА ОЛЬХОНА,,,,,
Апартаменты Baikal Hill 13,https://ostrovok.ru/hotel/russia/listvyanka/mid10198804/baikal_hill_apartments/,"улица Горная,д. 21, Листвянка",Листвянка,,0.0,0.0,10954.86,51.860424,104.861984,400.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ BAIKAL HILL 13,,,,,
Guest House Baikal Yeti,https://ostrovok.ru/hotel/russia/utulik/mid6581161/guest_house_baikal_yeti/,"Ulitsa Beregovaya, 12, 665913 Utulik, Russia, Утулик",Утулик,10.0,43.0,3.0,2835.5,51.538227,104.04752,1100.0,Ostrovok,01.03.2023,GUEST HOUSE BAIKAL YETI,ВЕЛИКОЛЕПНО,,,,
Отель Dacha BaikalEco,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10010618/hotel_dacha_baikaleco/,"улица Лесная, д. 32, Хужир",Хужир,,0.0,0.0,12448.0,53.191616,107.34986,462.0,Ostrovok,01.03.2023,ОТЕЛЬ DACHA BAIKALECO,,,,,
База Отдыха 2 Бегемота,https://ostrovok.ru/hotel/russia/sakhyurta/mid10093492/2_begemota_recreation_center/,"село Сахюрта, Сахюрта",Сахюрта,,0.0,0.0,1593.0,53.015945,106.883064,127.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА 2 БЕГЕМОТА,,,,,
Апартаменты Baikal Hill Recidense,https://ostrovok.ru/hotel/russia/listvyanka/mid10053524/apartamenty_baikal_hill_recidense/,"улица Горная, д. 21, Листвянка",Листвянка,,0.0,0.0,10500.0,51.860424,104.861984,400.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ BAIKAL HILL RECIDENSE,,,,,
Апартаменты Baikal Hill Apart 6,https://ostrovok.ru/hotel/russia/listvyanka/mid10211521/baikal_hill_apart_6_apartments/,"Горная улица, д. 21, Листвянка",Листвянка,,0.0,0.0,10954.0,51.860424,104.861984,400.0,Ostrovok,01.03.2023,АПАРТАМЕНТЫ BAIKAL HILL APART 6,,,,,
Отель Базовый Лагерь Снежный Поток,https://ostrovok.ru/hotel/russia/vidrino/mid10211813/bazovy_lager_snezhny_potok_hotel/,"улица Магистральная, д. 1, Вы́дрино",Вы́дрино,,0.0,0.0,5544.0,51.459354,104.63912,221.0,Ostrovok,01.03.2023,ОТЕЛЬ БАЗОВЫЙ ЛАГЕРЬ СНЕЖНЫЙ ПОТОК,,,,,
Отель Байкал Park,https://ostrovok.ru/hotel/russia/maksimikha/mid9764064/bajkal_park_hotel/,"п Максимиха, ул Опытная, 1, Максимиха",Максимиха,6.5,1.0,1.0,10168.67,53.257294,108.72335,1700.0,Ostrovok,01.03.2023,ОТЕЛЬ БАЙКАЛ PARK,ХОРОШО,,,,
Гостевой дом Alexander Beketov Guesthouse,https://ostrovok.ru/hotel/russia/ust-barguzin/mid10041206/gostevoy_dom_alexander_beketov_guesthouse/,"переулок Больничный, д.9, Усть-Баргузин",Усть-Баргузин,,0.0,0.0,5497.4,53.407005,109.02688,510.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ ALEXANDER BEKETOV GUESTHOUSE,,,,,
Гостиный Двор Азатей,https://ostrovok.ru/hotel/russia/sakhyurta/mid7901345/azatey_guest_house/,"улица Победы, д.10, Сахюрта",Сахюрта,2.0,1.0,2.0,4305.98,53.0163,106.887115,273.0,Ostrovok,01.03.2023,ГОСТИНЫЙ ДВОР АЗАТЕЙ,ПЛОХО,,,,
Мэбис Байкал,https://ostrovok.ru/hotel/russia/turka/mid9764835/mebis_baikal/,"ул. Рейдовая, д.26а, Турка",Турка,,0.0,0.0,1911.08,52.942917,108.220665,662.0,Ostrovok,01.03.2023,МЭБИС БАЙКАЛ,,,,,
База Отдыха Байкал,https://ostrovok.ru/hotel/russia/utulik/mid10009206/turbaza_bajkal/,"Посёлок Утулик, Утулик",Утулик,,0.0,0.0,3000.0,51.553215,104.03611,1600.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА БАЙКАЛ,,,,,
База отдыха Экоотель Сосны,https://ostrovok.ru/hotel/russia/goryachinsk/mid10041076/baza_otdykha_ekootel_sosny/,"улица Придорожная, д.18, Горячинск",Горячинск,5.1,1.0,3.0,5354.0,52.97631,108.29312,985.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА ЭКООТЕЛЬ СОСНЫ,НОРМАЛЬНО,,,,
Хостел Baikal Club,https://ostrovok.ru/hotel/russia/gremyachinsk/mid9931514/baikal_club_hostel/,"лесной мкр-н, д. 5, Гремячинск",Гремячинск,,0.0,0.0,5234.48,52.80337,107.97565,538.0,Ostrovok,01.03.2023,ХОСТЕЛ BAIKAL CLUB,,,,,
Меблированные комнаты Горячинск-city,https://ostrovok.ru/hotel/russia/goryachinsk/mid10016601/meblirovannye_komnaty_goryachinskcity/,"улица Дорожная, д.2а, Горячинск",Горячинск,,0.0,0.0,4138.48,52.985836,108.3097,728.0,Ostrovok,01.03.2023,МЕБЛИРОВАННЫЕ КОМНАТЫ ГОРЯЧИНСК-CITY,,,,,
Baikal Holiday,https://ostrovok.ru/hotel/russia/bol'shoye_goloustnoye/mid8877184/baikal_holiday_apart_hotel/,"Иркутская область, пос.Большое Голоустное, ул.Кирова 2д, Большое Голоустное",Большое Голоустное,,0.0,2.0,4647.5,52.046,105.4087,971.0,Ostrovok,01.03.2023,BAIKAL HOLIDAY,,,,,
Отель Загородный клуб Снежные Гуси,https://ostrovok.ru/hotel/russia/novosnezhnaya/mid10198770/zagorodny_klub_snezhnye_gusi_hotel/,"Слюдянский район, Трактовая улица, Новоснежная",Новоснежная,,0.0,0.0,7469.0,51.472305,104.62575,507.0,Ostrovok,01.03.2023,ОТЕЛЬ ЗАГОРОДНЫЙ КЛУБ СНЕЖНЫЕ ГУСИ,,,,,
База отдыха Усадьба Копылова,https://ostrovok.ru/hotel/russia/irkutsk_oblast_khuzhir/mid10019579/baza_otdykha_usadyba_kopylova/,"улица Лесная, д.26, Хужир",Хужир,,0.0,0.0,7000.0,53.191097,107.346886,340.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА УСАДЬБА КОПЫЛОВА,,,,,
Гостевой Дом Уютный дворик,https://ostrovok.ru/hotel/russia/goryachinsk/mid6847838/uyutniy_dvorik_2/,"Пионерская улица 16, Горячинск",Горячинск,10.0,1.0,0.0,2799.6,52.986633,108.29642,306.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ УЮТНЫЙ ДВОРИК,ВЕЛИКОЛЕПНО,,,,
Гостевой Дом Коттедж у Петровны,https://ostrovok.ru/hotel/russia/listvyanka/mid10209423/kottedzh_u_petrovny_guest_house/,"улица Островского, д.18, Листвянка",Листвянка,,0.0,0.0,15934.0,51.85622,104.86566,358.0,Ostrovok,01.03.2023,ГОСТЕВОЙ ДОМ КОТТЕДЖ У ПЕТРОВНЫ,,,,,
Отель Park Sagaan Morin,https://ostrovok.ru/hotel/russia/sukhaya/mid9091613/park_sagaan_morin_hotel/,"Байкальская улица, 101, Сухая",Сухая,,0.0,3.0,3674.5,52.553307,107.12597,1600.0,Ostrovok,01.03.2023,ОТЕЛЬ PARK SAGAAN MORIN,,,,,
Олимп,https://ostrovok.ru/hotel/russia/severobaykalsk/mid8752211/olymp_8/,"ул. Полиграфистов, 2б, корпус 1, Северобайкальск",Северобайкальск,,0.0,3.0,4533.0,55.640858,109.34321,715.0,Ostrovok,01.03.2023,ОЛИМП,,,,,
Сказки Байкала,https://ostrovok.ru/hotel/russia/sakhyurta/mid10293535/skazki_baikala/,"Иркутская область, Ольхонский район, п. Сахюрта, ул. Гагарина, дом 18, Сахюрта",Сахюрта,,0.0,3.0,7087.33,53.0233,106.87,1100.0,Ostrovok,01.03.2023,СКАЗКИ БАЙКАЛА,,,,,
Радуга,https://ostrovok.ru/hotel/russia/maksimikha/mid9998307/tsentr_otdyiha_raduga/,"республика Бурятия, Баргузинский район, село Максимиха, ул Баргузинская 1г., Максимиха",Максимиха,4.4,2.0,3.0,7473.38,53.269,108.7564,815.0,Ostrovok,01.03.2023,РАДУГА,НОРМАЛЬНО,,,,
База отдыха Lake House,https://ostrovok.ru/hotel/russia/gremyachinsk/mid10009259/baza_otdyiha_lake_house/,"Прибайкальский район, п. Ярцы, д. 1а, Гремячинск",Гремячинск,3.2,1.0,0.0,1693.0,52.876183,108.14923,14700.0,Ostrovok,01.03.2023,БАЗА ОТДЫХА LAKE HOUSE,НОРМАЛЬНО,,,,
